P,tau2,mu,s2_ce,var_ce,se_ce,ef_ce,s2_eis,var_eis,se_eis,ef_eis,var_ratio,se_var_ratio
Normal,1.0,0.0,1.000049,0.49714538,6.987735e-07,100.000015,0.9999948,1.3581147e-08,1.923927e-14,99.999985,2.731826e-08,5.580528e-10
Normal,1.0,0.02,1.00045,0.4969936,6.982477e-07,99.961044,1.0007981,0.0010125967,1.376872e-09,99.961075,0.0020374442,3.9894938e-05
Normal,1.0,0.04,1.0016509,0.49605444,6.9658137e-07,99.84458,1.0032021,0.004006345,5.4454086e-09,99.8447,0.008076422,0.00015815653
Normal,1.0,0.06,1.0036519,0.49433115,6.9378353e-07,99.651596,1.007207,0.008853688,1.2025603e-08,99.65222,0.01791044,0.00035074507
Normal,1.0,0.08,1.0064529,0.49183062,6.898685e-07,99.38385,1.0128126,0.015352517,2.0843633e-08,99.38569,0.03121505,0.0006113178
Normal,1.0,0.099999994,1.0100538,0.48856387,6.848586e-07,99.04368,1.0200192,0.023241013,3.154635e-08,99.04794,0.04757006,0.0009316149
Normal,1.0,0.12,1.0144547,0.4845454,6.787793e-07,98.63405,1.0288264,0.03221212,4.3722622e-08,98.64237,0.06647905,0.0013019899
Normal,1.0,0.14,1.0196556,0.47979426,6.7166434e-07,98.15835,1.0392343,0.041933253,5.692984e-08,98.17278,0.0873984,0.0017117762
Normal,1.0,0.16,1.0256567,0.47433242,6.6355045e-07,97.62051,1.0512433,0.05206765,7.07159e-08,97.643486,0.10977038,0.002149934
Normal,1.0,0.17999999,1.0324576,0.46818614,6.544804e-07,97.024574,1.0648532,0.06228747,8.465198e-08,97.05875,0.13303997,0.0026057668
Normal,1.0,0.19999999,1.0400586,0.46138513,6.445009e-07,96.37506,1.0800642,0.0722927,9.833234e-08,96.42311,0.15668623,0.0030688103
Normal,1.0,0.22,1.0484595,0.45396268,6.3366525e-07,95.67655,1.0968759,0.08182353,1.1141271e-07,95.74104,0.18024285,0.00352985
Normal,1.0,0.24,1.0576606,0.44595554,6.220275e-07,94.933685,1.115289,0.090668544,1.2361627e-07,95.016945,0.20331296,0.0039810184
Normal,1.0,0.26,1.0676615,0.43740317,6.0964953e-07,94.15112,1.1353029,0.098666124,1.3470786e-07,94.2551,0.2255725,0.0044156485
Normal,1.0,0.28,1.0784624,0.42834783,5.965923e-07,93.33345,1.1569183,0.105709836,1.4454228e-07,93.459526,0.24678504,0.0048287427
Normal,1.0,0.29999998,1.0900633,0.41883424,5.8292164e-07,92.48504,1.1801351,0.11174492,1.5305555e-07,92.634094,0.26679987,0.005217203
Normal,1.0,0.32,1.1024643,0.4089088,5.687047e-07,91.61031,1.2049533,0.11676015,1.6019655e-07,91.78237,0.2855408,0.005578863
Normal,1.0,0.34,1.1156652,0.39861947,5.540105e-07,90.71319,1.2313731,0.12078259,1.6600498e-07,90.90779,0.30300224,0.0059133614
Normal,1.0,0.35999998,1.1296662,0.38801515,5.3890784e-07,89.79758,1.2593946,0.12387913,1.70554e-07,90.01344,0.31926364,0.006221699
Normal,1.0,0.38,1.1444671,0.37714523,5.2346707e-07,88.867035,1.2890178,0.12612738,1.7393774e-07,89.10221,0.33442655,0.0065053967
Normal,1.0,0.39999998,1.1600679,0.3660589,5.07756e-07,87.924866,1.3202434,0.12763304,1.7627784e-07,88.17685,0.34866804,0.0067671183
Normal,1.0,0.42,1.1764691,0.3548049,4.918434e-07,86.974045,1.3530705,0.12850377,1.7772248e-07,87.23972,0.36218148,0.0070102573
Normal,1.0,0.44,1.19367,0.3434312,4.7579425e-07,86.01737,1.3875,0.12885164,1.7840729e-07,86.293144,0.37518907,0.0072385473
Normal,1.0,0.45999998,1.2116709,0.3319842,4.5967286e-07,85.057335,1.4235322,0.1287871,1.784778e-07,85.3392,0.38793144,0.0074561494
Normal,1.0,0.48,1.230472,0.32050812,4.4353936e-07,84.09612,1.4611667,0.1284112,1.7806856e-07,84.37975,0.40064883,0.0076671788
Normal,1.0,0.5,1.250073,0.30904567,4.274513e-07,83.13582,1.5004041,0.12782235,1.7730945e-07,83.41658,0.41360345,0.00787618
Normal,1.0,0.52,1.2704737,0.29763678,4.114641e-07,82.17813,1.5412445,0.12710162,1.7631777e-07,82.45128,0.427036,0.008087531
Normal,1.0,0.53999996,1.2916749,0.28631875,3.956267e-07,81.22471,1.5836875,0.12631759,1.751913e-07,81.48529,0.4411782,0.008305279
Normal,1.0,0.56,1.3136759,0.27512595,3.7998515e-07,80.27683,1.6277343,0.12553066,1.7402229e-07,80.52,0.45626616,0.008533533
Normal,1.0,0.58,1.3364767,0.2640898,3.645818e-07,79.335785,1.6733845,0.12478636,1.7287257e-07,79.55664,0.4725149,0.008776204
Normal,1.0,0.59999996,1.3600776,0.25323892,3.494548e-07,78.402565,1.720638,0.12412145,1.7181222e-07,78.59636,0.49013576,0.009037266
Normal,1.0,0.62,1.3844787,0.2425983,3.3463687e-07,77.47809,1.7694964,0.12356121,1.7087767e-07,77.640205,0.5093243,0.009319986
Normal,1.0,0.64,1.4096794,0.23219034,3.2015743e-07,76.563126,1.819958,0.123119354,1.7010127e-07,76.68913,0.53025186,0.009627775
Normal,1.0,0.65999997,1.4356804,0.22203422,3.0604184e-07,75.65831,1.8720244,0.12280639,1.6949889e-07,75.74405,0.5530967,0.009963462
Normal,1.0,0.68,1.4624815,0.21214607,2.923106e-07,74.764175,1.9256954,0.12262301,1.6908783e-07,74.805756,0.57801217,0.010330297
Normal,1.0,0.7,1.4900823,0.20253949,2.7898125e-07,73.8812,1.9809715,0.12256554,1.6886288e-07,73.87501,0.6051439,0.010730672
Normal,1.0,0.71999997,1.5184833,0.19322507,2.6606733e-07,73.009766,2.0378523,0.12262713,1.6881678e-07,72.9525,0.63463366,0.01116702
Normal,1.0,0.74,1.5476842,0.18421125,2.5357878e-07,72.15008,2.0963383,0.12279838,1.6894185e-07,72.03883,0.66661716,0.011641724
Normal,1.0,0.76,1.5776852,0.1755038,2.4152297e-07,71.30242,2.1564295,0.12306487,1.6922792e-07,71.13454,0.7012091,0.012157322
Normal,1.0,0.78,1.6084859,0.1671065,2.2990385e-07,70.46694,2.2181275,0.12341315,1.6964186e-07,70.24019,0.73853,0.012714958
Normal,1.0,0.79999995,1.640087,0.15902124,2.1872313e-07,69.64375,2.281431,0.12382772,1.7016976e-07,69.35617,0.77868664,0.0133173745
Normal,1.0,0.82,1.6724882,0.151248,2.0797951e-07,68.832924,2.3463414,0.12429543,1.707895e-07,68.48293,0.82179886,0.013965606
Normal,1.0,0.84,1.7056891,0.14378504,1.976702e-07,68.034454,2.4128585,0.1248001,1.714798e-07,67.62081,0.867963,0.014661825
Normal,1.0,0.85999995,1.73969,0.13662955,1.8779058e-07,67.24839,2.4809828,0.12532873,1.722151e-07,66.7701,0.91728866,0.015407368
Normal,1.0,0.88,1.774491,0.12977716,1.7833366e-07,66.47461,2.5507147,0.12586752,1.7298397e-07,65.93105,0.96987414,0.016203985
Normal,1.0,0.9,1.8100917,0.12322268,1.6929171e-07,65.71316,2.6220546,0.12640585,1.7375633e-07,65.1039,1.0258327,0.017053077
Normal,1.0,0.91999996,1.8464925,0.11695976,1.6065543e-07,64.96384,2.6950023,0.12693375,1.7452811e-07,64.28882,1.0852772,0.017956894
Normal,1.0,0.94,1.883694,0.110981464,1.5241488e-07,64.2266,2.7695587,0.12743574,1.7526781e-07,63.48594,1.1482615,0.018915681
Normal,1.0,0.96,1.9216949,0.10528021,1.4455901e-07,63.501316,2.845724,0.12790805,1.7597493e-07,62.695396,1.2149296,0.019931516
Normal,1.0,0.97999996,1.9604957,0.09984775,1.3707613e-07,62.787872,2.9234984,0.12834299,1.7662676e-07,61.917233,1.2853869,0.021006081
Normal,1.0,1.0,2.0000966,0.09467561,1.2995412e-07,62.08607,3.002883,0.12873287,1.7721968e-07,61.151485,1.3597258,0.022140818
Normal,1.0,1.02,2.0404978,0.089754984,1.2318056e-07,61.395813,3.083877,0.12907206,1.777452e-07,60.39819,1.4380488,0.02333694
Normal,1.0,1.04,2.0816984,0.08507682,1.1674255e-07,60.716915,3.1664813,0.129359,1.7820118e-07,59.65732,1.5204966,0.024597194
Normal,1.0,1.06,2.1236997,0.08063196,1.10627255e-07,60.049206,3.250697,0.12958786,1.785717e-07,58.92883,1.6071526,0.02592146
Normal,1.0,1.0799999,2.1665003,0.07641124,1.0482205e-07,59.3925,3.3365226,0.12975611,1.7885324e-07,58.212685,1.6981286,0.02731204
Normal,1.0,1.1,2.2101016,0.07240548,9.931369e-08,58.746685,3.4239612,0.12986429,1.7905347e-07,57.50882,1.7935699,0.028771235
Normal,1.0,1.12,2.2545025,0.068605565,9.408965e-08,58.111526,3.5130107,0.12990952,1.7916382e-07,56.817074,1.8935711,0.03030059
Normal,1.0,1.14,2.2997031,0.065002516,8.9137366e-08,57.486855,3.6036737,0.12989207,1.7918413e-07,56.13742,1.9982622,0.031901643
Normal,1.0,1.16,2.3457038,0.061587512,8.444451e-08,56.872524,3.6959488,0.12981297,1.7911569e-07,55.469673,2.1077807,0.033575725
Normal,1.0,1.18,2.392505,0.058351845,7.9999054e-08,56.268353,3.7898374,0.1296723,1.7896151e-07,54.813755,2.2222486,0.03532594
Normal,1.0,1.1999999,2.440106,0.05528711,7.578922e-08,55.67414,3.885339,0.12946998,1.7871479e-07,54.16947,2.341775,0.037152767
Normal,1.0,1.22,2.4885073,0.052385103,7.18037e-08,55.089718,3.982455,0.12920843,1.7838389e-07,53.536682,2.466511,0.03905818
Normal,1.0,1.24,2.537708,0.049637932,6.803148e-08,54.514946,4.081185,0.12888892,1.7797275e-07,52.915245,2.5965812,0.041045915
Normal,1.0,1.26,2.5877092,0.047037855,6.446177e-08,53.94962,4.181531,0.12851416,1.7747571e-07,52.304977,2.7321432,0.043116037
Normal,1.0,1.28,2.63851,0.044577505,6.10845e-08,53.393578,4.283492,0.12808621,1.7690613e-07,51.70568,2.8733373,0.045271643
Normal,1.0,1.3,2.6901112,0.04224975,5.788971e-08,52.846657,4.3870697,0.12760657,1.7626493e-07,51.11723,3.0202918,0.047514748
Normal,1.0,1.3199999,2.7425117,0.0400477,5.4867858e-08,52.30871,4.4922643,0.12707801,1.7555114e-07,50.53939,3.1731663,0.049847625
Normal,1.0,1.3399999,2.7957127,0.03796488,5.201013e-08,51.779533,4.5990753,0.12650393,1.7477063e-07,49.97203,3.3321304,0.052272297
Normal,1.0,1.36,2.849714,0.035994932,4.930753e-08,51.25901,4.707505,0.12588547,1.7392928e-07,49.414936,3.497311,0.054791305
Normal,1.0,1.38,2.904515,0.03413191,4.6752007e-08,50.746952,4.8175526,0.12522474,1.7302597e-07,48.867943,3.6688464,0.057405878
Normal,1.0,1.4,2.9601157,0.032370083,4.4335547e-08,50.24322,4.9292192,0.12452659,1.7206655e-07,48.33084,3.8469653,0.06011982
Normal,1.0,1.42,3.0165167,0.030704,4.2050736e-08,49.747677,5.042505,0.12379093,1.7105585e-07,47.803455,4.0317526,0.062934905
Normal,1.0,1.4399999,3.0737176,0.029128456,3.9890306e-08,49.260147,5.1574097,0.123021394,1.6999897e-07,47.285603,4.223409,0.06585376
Normal,1.0,1.4599999,3.1317184,0.027638532,3.78475e-08,48.780483,5.273936,0.12222083,1.6889284e-07,46.777092,4.422117,0.06887766
Normal,1.0,1.48,3.1905193,0.02622952,3.5915832e-08,48.308556,5.3920827,0.12139054,1.6774698e-07,46.27775,4.628012,0.07201009
Normal,1.0,1.5,3.2501202,0.024896976,3.4089187e-08,47.844234,5.5118504,0.12053366,1.6656232e-07,45.787388,4.841297,0.07525485
Normal,1.0,1.52,3.3105214,0.02363669,3.2361747e-08,47.38736,5.6332426,0.119652435,1.6534318e-07,45.305836,5.0621486,0.07861316
Normal,1.0,1.54,3.3717222,0.022444656,3.0728028e-08,46.937798,5.756255,0.118747756,1.6409184e-07,44.832916,5.290692,0.082086965
Normal,1.0,1.56,3.433723,0.021317074,2.9182756e-08,46.49542,5.880891,0.11782339,1.6280991e-07,44.36844,5.527184,0.08568096
Normal,1.0,1.5799999,3.4965239,0.020250365,2.7721025e-08,46.060097,6.007152,0.11688025,1.6150454e-07,43.912262,5.7717605,0.08939563
Normal,1.0,1.5999999,3.5601246,0.019241128,2.6338213e-08,45.631695,6.135038,0.11592043,1.6017042e-07,43.46417,6.024617,0.0932342
Normal,1.0,1.62,3.6245258,0.018286169,2.5029864e-08,45.210083,6.2645493,0.11494627,1.5882112e-07,43.024033,6.285968,0.09720176
Normal,1.0,1.64,3.6897273,0.017382449,2.3791788e-08,44.795124,6.3956833,0.11395909,1.5744831e-07,42.591686,6.555986,0.101298235
Normal,1.0,1.66,3.755728,0.01652709,2.2620034e-08,44.38673,6.5284452,0.112960376,1.5606624e-07,42.166943,6.8348618,0.105530776
Normal,1.0,1.68,3.8225288,0.015717408,2.1510973e-08,43.98474,6.662833,0.11195111,1.5466381e-07,41.74966,7.1227465,0.1098966
Normal,1.0,1.6999999,3.89013,0.014950835,2.0461002e-08,43.58908,6.7988515,0.1109349,1.5325206e-07,41.3397,7.41998,0.1144025
Normal,1.0,1.7199999,3.9585304,0.01422496,1.9466844e-08,43.19958,6.936496,0.10990974,1.5183092e-07,40.936863,7.7265415,0.11904868
Normal,1.0,1.74,4.0277314,0.013537508,1.8525382e-08,42.816162,7.075771,0.108879864,1.5040006e-07,40.541027,8.042829,0.12384201
Normal,1.0,1.76,4.0977325,0.012886336,1.7633639e-08,42.43871,7.2166758,0.10784588,1.4896267e-07,40.15205,8.36901,0.12878165
Normal,1.0,1.78,4.1685333,0.01226942,1.6788878e-08,42.067104,7.35921,0.10680911,1.4752099e-07,39.769764,8.705311,0.13387299
Normal,1.0,1.8,4.2401342,0.011684846,1.598844e-08,41.70124,7.5033765,0.10576984,1.4608128e-07,39.394043,9.051882,0.13912301
Normal,1.0,1.8199999,4.312535,0.011130813,1.5229853e-08,41.341,7.6491756,0.10472837,1.4463312e-07,39.02473,9.40887,0.144525
Normal,1.0,1.8399999,4.385736,0.010605627,1.4510818e-08,40.98628,7.7966075,0.10368807,1.4318852e-07,38.66171,9.776704,0.1500902
Normal,1.0,1.86,4.4597373,0.010107682,1.38291085e-08,40.636997,7.9456725,0.10264808,1.4174269e-07,38.30483,10.155452,0.1558198
Normal,1.0,1.88,4.5345383,0.009635474,1.3182666e-08,40.293037,8.096373,0.10160955,1.4030195e-07,37.95397,10.5453615,0.16171685
Normal,1.0,1.9,4.61014,0.009187577,1.2569528e-08,39.954285,8.248706,0.10057248,1.3885953e-07,37.609,10.946572,0.16778372
Normal,1.0,1.92,4.6865406,0.008762655,1.1987868e-08,39.620655,8.402677,0.09953961,1.3742552e-07,37.26979,11.359527,0.1740239
Normal,1.0,1.9399999,4.7637415,0.008359435,1.1435937e-08,39.292057,8.558283,0.09851026,1.3599693e-07,36.936203,11.78432,0.18044429
Normal,1.0,1.9599999,4.841741,0.007976739,1.0912129e-08,38.968376,8.715528,0.09748561,1.345742e-07,36.60813,12.221236,0.18704769
Normal,1.0,1.9799999,4.9205422,0.0076134326,1.0414881e-08,38.64955,8.874408,0.09646498,1.3315628e-07,36.285465,12.670366,0.19383028
Normal,1.0,2.0,5.0001445,0.0072684595,9.942742e-09,38.33547,9.034931,0.095450014,1.3174606e-07,35.96808,13.132083,0.20080441
GMM_location_0.10,1.1,0.0,1.0999049,0.07052749,1.0254673e-07,51.885998,2.0746646,4.823924,7.075385e-06,48.076797,68.39779,1.0741043
GMM_location_0.10,1.1,0.02,1.1003025,0.07067819,1.0252714e-07,51.86616,2.0833862,4.7934055,7.0479127e-06,48.06288,67.82015,1.0680044
GMM_location_0.10,1.1,0.04,1.1014999,0.07122143,1.03012944e-07,51.810883,2.1095562,4.698567,6.9252824e-06,47.945656,65.97125,1.0452698
GMM_location_0.10,1.1,0.06,1.1034974,0.072145425,1.0398236e-07,51.72119,2.1531835,4.5456514,6.7157866e-06,47.726135,63.006786,1.0072528
GMM_location_0.10,1.1,0.08,1.1062951,0.07343055,1.0540553e-07,51.59842,2.2142594,4.344192,6.4330907e-06,47.405754,59.160553,0.95631164
GMM_location_0.10,1.1,0.099999994,1.1098925,0.075050056,1.07247146e-07,51.44402,2.292799,4.1057773,6.093622e-06,46.98595,54.707184,0.8954609
GMM_location_0.10,1.1,0.12,1.11429,0.07697071,1.0946521e-07,51.259525,2.3888056,3.8424726,5.7150924e-06,46.468193,49.92123,0.8280421
GMM_location_0.10,1.1,0.14,1.1194875,0.0791536,1.1201362e-07,51.046574,2.502327,3.5658207,5.3143935e-06,45.854836,45.04938,0.7573789
GMM_location_0.10,1.1,0.16,1.1254851,0.08155543,1.1484172e-07,50.806843,2.6333363,3.2860348,4.9067016e-06,45.151417,40.29204,0.6864155
GMM_location_0.10,1.1,0.17999999,1.1322825,0.084129445,1.17895155e-07,50.542004,2.78188,3.0112636,4.504172e-06,44.367294,35.793217,0.6175428
GMM_location_0.10,1.1,0.19999999,1.1398801,0.0868267,1.2111683e-07,50.25371,2.9479733,2.7476854,4.1162893e-06,43.516468,31.645628,0.5525111
GMM_location_0.10,1.1,0.22,1.1482778,0.08959719,1.2444774e-07,49.943657,3.1316426,2.499476,3.7494797e-06,42.615746,27.896812,0.49245206
GMM_location_0.10,1.1,0.24,1.1574751,0.092391066,1.2782817e-07,49.613346,3.3329186,2.2691243,3.407791e-06,41.68218,24.559996,0.4379363
GMM_location_0.10,1.1,0.26,1.1674725,0.09515969,1.3119856e-07,49.264263,3.5518246,2.0577419,3.0931599e-06,40.730907,21.624092,0.3891189
GMM_location_0.10,1.1,0.28,1.1782702,0.09785644,1.3450074e-07,48.897846,3.7883952,1.8655121,2.806162e-06,39.77409,19.063765,0.34587353
GMM_location_0.10,1.1,0.29999998,1.1898676,0.10043801,1.3767973e-07,48.515354,4.042673,1.6917863,2.5460151e-06,38.82135,16.844084,0.30785117
GMM_location_0.10,1.1,0.32,1.2022651,0.10286474,1.4068391e-07,48.11804,4.314687,1.5355558,2.311449e-06,37.88056,14.927912,0.2746154
GMM_location_0.10,1.1,0.34,1.2154627,0.10510119,1.4346585e-07,47.706997,4.604494,1.3955414,2.1008218e-06,36.958267,13.278074,0.24568482
GMM_location_0.10,1.1,0.35999998,1.2294604,0.10711683,1.4598459e-07,47.28337,4.9121213,1.2703062,1.9119543e-06,36.059578,11.859072,0.22054686
GMM_location_0.10,1.1,0.38,1.2442577,0.10888608,1.4820421e-07,46.84822,5.237627,1.1584288,1.7429667e-06,35.18747,10.6389065,0.19874452
GMM_location_0.10,1.1,0.39999998,1.2598552,0.11038848,1.500952e-07,46.40266,5.5810657,1.0585241,1.5918245e-06,34.342564,9.589082,0.1798391
GMM_location_0.10,1.1,0.42,1.2762527,0.11160885,1.5163478e-07,45.947826,5.9424787,0.9692845,1.4566632e-06,33.52325,8.684656,0.16343823
GMM_location_0.10,1.1,0.44,1.2934502,0.112536885,1.528065e-07,45.484936,6.321937,0.8895149,1.3357023e-06,32.726337,7.9042077,0.14919579
GMM_location_0.10,1.1,0.45999998,1.3114479,0.11316701,1.5359983e-07,45.0153,6.719488,0.8181242,1.2273354e-06,31.94808,7.229352,0.13681138
GMM_location_0.10,1.1,0.48,1.3302451,0.11349819,1.5401034e-07,44.540302,7.135211,0.7541457,1.1301818e-06,31.184998,6.6445613,0.12602833
GMM_location_0.10,1.1,0.5,1.3498428,0.11353346,1.5403938e-07,44.06145,7.5691514,0.6967163,1.0429302e-06,30.434673,6.1366606,0.11662221
GMM_location_0.10,1.1,0.52,1.3702403,0.113279514,1.5369314e-07,43.580265,8.021399,0.6450675,9.644432e-07,29.695892,5.694476,0.10839966
GMM_location_0.10,1.1,0.53999996,1.3914379,0.112746164,1.5298198e-07,43.09834,8.492016,0.59852463,8.937153e-07,28.968775,5.308603,0.10119964
GMM_location_0.10,1.1,0.56,1.4134353,0.11194591,1.5192057e-07,42.617245,8.981096,0.55650467,8.298643e-07,28.254467,4.9711924,0.094884194
GMM_location_0.10,1.1,0.58,1.4362329,0.11089367,1.5052642e-07,42.138527,9.488696,0.5184847,7.7210666e-07,27.554813,4.6755123,0.089333974
GMM_location_0.10,1.1,0.59999996,1.4598303,0.10960594,1.4881986e-07,41.663616,10.014936,0.4840134,7.1977047e-07,26.871868,4.415941,0.0844499
GMM_location_0.10,1.1,0.62,1.4842279,0.10810068,1.4682327e-07,41.193817,10.559869,0.4526877,6.7221373e-07,26.20765,4.187649,0.08014301
GMM_location_0.10,1.1,0.64,1.5094254,0.10639676,1.4456062e-07,40.730267,11.123627,0.4241658,6.2894793e-07,25.563696,3.9866421,0.0763434
GMM_location_0.10,1.1,0.65999997,1.5354228,0.10451357,1.420566e-07,40.273903,11.706276,0.3981434,5.895103e-07,24.94111,3.80949,0.072989434
GMM_location_0.10,1.1,0.68,1.5622207,0.10247086,1.3933678e-07,39.825462,12.30795,0.37434846,5.534637e-07,24.340366,3.6532187,0.07002432
GMM_location_0.10,1.1,0.7,1.5898181,0.10028806,1.364264e-07,39.385426,12.928721,0.35254848,5.204806e-07,23.761442,3.5153584,0.06740482
GMM_location_0.10,1.1,0.71999997,1.6182156,0.097984515,1.333508e-07,38.954075,13.568745,0.3325377,4.9023413e-07,23.20388,3.393778,0.06509191
GMM_location_0.10,1.1,0.74,1.6474133,0.09557882,1.301343e-07,38.5315,14.228103,0.31413242,4.6243306e-07,22.666965,3.286632,0.06304999
GMM_location_0.10,1.1,0.76,1.6774105,0.093089014,1.2680118e-07,38.117588,14.906951,0.29717487,4.3684773e-07,22.149763,3.1923733,0.06125121
GMM_location_0.10,1.1,0.78,1.708208,0.0905321,1.233738e-07,37.71206,15.605378,0.28151813,4.1325652e-07,21.651316,3.1095946,0.059669968
GMM_location_0.10,1.1,0.79999995,1.7398056,0.087924235,1.1987385e-07,37.31452,16.323582,0.26704258,3.9146366e-07,21.170607,3.0371897,0.058284454
GMM_location_0.10,1.1,0.82,1.7722033,0.08528046,1.1632169e-07,36.92449,17.061634,0.25363207,3.713024e-07,20.70671,2.9740934,0.05707625
GMM_location_0.10,1.1,0.84,1.8054005,0.08261473,1.1273574e-07,36.541412,17.819723,0.24118677,3.5261564e-07,20.258747,2.9194162,0.05602764
GMM_location_0.10,1.1,0.85999995,1.839398,0.07993984,1.0913365e-07,36.164726,18.597986,0.22961964,3.3526132e-07,19.825943,2.8724055,0.055124518
GMM_location_0.10,1.1,0.88,1.8741957,0.07726746,1.05531285e-07,35.793873,19.396643,0.21885695,3.1913765e-07,19.407528,2.8324594,0.054355826
GMM_location_0.10,1.1,0.9,1.9097931,0.07460817,1.0194288e-07,35.428337,20.215792,0.20882009,3.0412227e-07,19.002924,2.7988904,0.053708885
GMM_location_0.10,1.1,0.91999996,1.9461906,0.07197133,9.838142e-08,35.067627,21.055647,0.19945212,2.9011727e-07,18.611542,2.771272,0.05317426
GMM_location_0.10,1.1,0.94,1.9833882,0.06936538,9.4858464e-08,34.71139,21.916403,0.19069241,2.7704726e-07,18.232859,2.7491004,0.052745245
GMM_location_0.10,1.1,0.96,2.0213854,0.066797644,9.138409e-08,34.359306,22.798294,0.1824919,2.6482348e-07,17.866415,2.732011,0.052412793
GMM_location_0.10,1.1,0.97999996,2.0601833,0.064274535,8.796725e-08,34.011173,23.701403,0.17480388,2.5337513e-07,17.511835,2.7196445,0.052169435
GMM_location_0.10,1.1,1.0,2.0997808,0.06180149,8.461553e-08,33.666866,24.626118,0.16758926,2.4264773e-07,17.168707,2.711735,0.05201214
GMM_location_0.10,1.1,1.02,2.1401782,0.059383195,8.133544e-08,33.326363,25.57259,0.16080996,2.3257641e-07,16.836716,2.7080045,0.051934607
GMM_location_0.10,1.1,1.04,2.1813757,0.057023413,7.813237e-08,32.9897,26.541094,0.1544298,2.2311744e-07,16.515575,2.708182,0.05193228
GMM_location_0.10,1.1,1.06,2.2233732,0.054725315,7.5010774e-08,32.65699,27.531803,0.14842057,2.1420486e-07,16.205029,2.7121007,0.051999766
GMM_location_0.10,1.1,1.0799999,2.2661707,0.052491345,7.1974206e-08,32.328415,28.545113,0.14275308,2.0582357e-07,15.904789,2.7195547,0.052136928
GMM_location_0.10,1.1,1.1,2.3097684,0.05032334,6.902542e-08,32.004128,29.581297,0.1374032,1.9791602e-07,15.614629,2.730407,0.05233856
GMM_location_0.10,1.1,1.12,2.354166,0.04822266,6.616631e-08,31.684399,30.640587,0.13234779,1.9045412e-07,15.334312,2.7445145,0.052602228
GMM_location_0.10,1.1,1.14,2.3993633,0.0461901,6.339829e-08,31.36943,31.72352,0.12756622,1.8340099e-07,15.063532,2.7617652,0.052925907
GMM_location_0.10,1.1,1.16,2.445361,0.04422609,6.0722e-08,31.059462,32.83031,0.123037845,1.7672987e-07,14.802056,2.7820194,0.053306654
GMM_location_0.10,1.1,1.18,2.4921582,0.042330623,5.813774e-08,30.754694,33.961388,0.11874621,1.704158e-07,14.549568,2.8052082,0.053744547
GMM_location_0.10,1.1,1.1999999,2.5397556,0.040503364,5.564507e-08,30.45533,35.1171,0.11467468,1.6443099e-07,14.305757,2.8312385,0.054235812
GMM_location_0.10,1.1,1.22,2.5881534,0.03874372,5.32434e-08,30.161507,36.29818,0.11080896,1.5875727e-07,14.0702095,2.8600497,0.05478114
GMM_location_0.10,1.1,1.24,2.6373508,0.03705086,5.0931707e-08,29.873362,37.505,0.107136,1.5336386e-07,13.842565,2.891593,0.055377237
GMM_location_0.10,1.1,1.26,2.6873486,0.035423666,4.870864e-08,29.590984,38.7383,0.10364212,1.4824957e-07,13.622382,2.9257874,0.05602573
GMM_location_0.10,1.1,1.28,2.7381458,0.033860903,4.6572566e-08,29.314402,39.998875,0.10031734,1.4338096e-07,13.409201,2.9626303,0.056724165
GMM_location_0.10,1.1,1.3,2.7897432,0.03236115,4.452171e-08,29.043657,41.287384,0.09714847,1.3874771e-07,13.202578,3.0020092,0.057471257
GMM_location_0.10,1.1,1.3199999,2.8421407,0.030922875,4.2554067e-08,28.778706,42.605453,0.09412846,1.3433643e-07,13.00195,3.043975,0.05826709
GMM_location_0.10,1.1,1.3399999,2.8953383,0.029544475,4.066754e-08,28.519484,43.954266,0.09124669,1.3013208e-07,12.806823,3.0884519,0.05911192
GMM_location_0.10,1.1,1.36,2.9493363,0.028224198,3.8859834e-08,28.265926,45.336723,0.08849611,1.2612227e-07,12.616544,3.1354694,0.06000489
GMM_location_0.10,1.1,1.38,3.0041332,0.026960315,3.7128654e-08,28.017912,46.757416,0.08586747,1.2229142e-07,12.430302,3.184958,0.060944792
GMM_location_0.10,1.1,1.4,3.0597312,0.025751011,3.5471615e-08,27.77531,48.226944,0.083354935,1.18635654e-07,12.24674,3.2369578,0.061933223
GMM_location_0.10,1.1,1.42,3.1161287,0.024594458,3.388625e-08,27.537977,49.77825,0.08095149,1.1514171e-07,12.06234,3.2914524,0.06296922
GMM_location_0.10,1.1,1.4399999,3.173326,0.023488801,3.2370128e-08,27.305735,51.6445,0.078649804,1.1179936e-07,11.854069,3.3483958,0.06405215
GMM_location_0.10,1.1,1.4599999,3.2313232,0.02243222,3.0920802e-08,27.078423,51.435604,0.07644559,1.0859976e-07,11.860345,3.4078476,0.06518248
GMM_location_0.10,1.1,1.48,3.2901213,0.021422861,2.9535787e-08,26.85586,53.83696,0.07433296,1.05536074e-07,11.609785,3.4697962,0.06636058
GMM_location_0.10,1.1,1.5,3.3497186,0.020458939,2.82127e-08,26.63785,55.56536,0.07230667,1.0259989e-07,11.434828,3.5342338,0.067585856
GMM_location_0.10,1.1,1.52,3.410116,0.019538634,2.694906e-08,26.424217,57.265087,0.07036328,9.978461e-08,11.269478,3.6012387,0.06886012
GMM_location_0.10,1.1,1.54,3.471314,0.018660218,2.574261e-08,26.214773,58.990204,0.06849623,9.708321e-08,11.108393,3.670709,0.07018151
