P,tau2,s2,mu_ce,var_ce,se_ce,ef_ce,mu_eis,var_eis,se_eis,ef_eis,var_ratio,se_var_ratio
GMM_scale_10.00,0.55,2.1,0.0,0.26161802,3.708713e-07,54.98718,0.0,9.033766,1.2563487e-05,54.98718,34.530365,0.35763872
GMM_scale_10.00,0.55,2.125,0.0,0.25854018,3.6650815e-07,54.68999,0.0,9.245691,1.2858506e-05,54.68999,35.76114,0.3712479
GMM_scale_10.00,0.55,2.1499999,0.0,0.2555339,3.622466e-07,54.397522,0.0,9.458269,1.315444e-05,54.397522,37.013756,0.3851143
GMM_scale_10.00,0.55,2.175,0.0,0.25259677,3.5808262e-07,54.109646,0.0,9.67148,1.3451249e-05,54.109646,38.28822,0.399238
GMM_scale_10.00,0.55,2.2,0.0,0.2497263,3.5401348e-07,53.82626,0.0,9.885302,1.3748913e-05,53.82626,39.584545,0.41361883
GMM_scale_10.00,0.55,2.225,0.0,0.2469204,3.5003586e-07,53.547226,0.0,10.099701,1.4047391e-05,53.547226,40.902657,0.42825666
GMM_scale_10.00,0.55,2.25,0.0,0.24417682,3.4614663e-07,53.272457,0.0,10.314678,1.4346661e-05,53.272457,42.24266,0.4431518
GMM_scale_10.00,0.55,2.2749999,0.0,0.24149357,3.423428e-07,53.001846,0.0,10.530203,1.464671e-05,53.001846,43.604485,0.458304
GMM_scale_10.00,0.55,2.3,0.0,0.23886861,3.386216e-07,52.735306,0.0,10.746257,1.4947482e-05,52.735306,44.98815,0.47371304
GMM_scale_10.00,0.55,2.325,0.0,0.23630019,3.349806e-07,52.472675,0.0,10.962826,1.52489865e-05,52.472675,46.39364,0.48937964
GMM_scale_10.00,0.55,2.35,0.0,0.23378634,3.3141694e-07,52.213924,0.0,11.179892,1.5551177e-05,52.213924,47.820976,0.5053032
GMM_scale_10.00,0.55,2.375,0.0,0.23132542,3.2792838e-07,51.958935,0.0,11.397446,1.5854044e-05,51.958935,49.270184,0.52148384
GMM_scale_10.00,0.55,2.4,0.0,0.22891578,3.2451237e-07,51.70765,0.0,11.615464,1.6157577e-05,51.70765,50.74121,0.53792197
GMM_scale_10.00,0.55,2.425,0.0,0.22655582,3.2116694e-07,51.45993,0.0,11.833929,1.6461718e-05,51.45993,52.234055,0.5546164
GMM_scale_10.00,0.55,2.4499998,0.0,0.22424407,3.1788974e-07,51.215733,0.0,12.052839,1.6766482e-05,51.215733,53.748753,0.57156825
GMM_scale_10.00,0.55,2.475,0.0,0.22197898,3.1467874e-07,50.974953,0.0,12.272174,1.707183e-05,50.974953,55.285297,0.5887772
GMM_scale_10.00,0.55,2.5,0.0,0.21975915,3.1153195e-07,50.73751,0.0,12.491921,1.7377773e-05,50.73751,56.843693,0.60624325
GMM_scale_10.00,0.55,2.5249999,0.0,0.21758333,3.084474e-07,50.503357,0.0,12.712069,1.7684268e-05,50.503357,58.42391,0.62396693
GMM_scale_10.00,0.55,2.55,0.0,0.21545012,3.0542344e-07,50.272392,0.0,12.932608,1.7991306e-05,50.272392,60.025993,0.64194757
GMM_scale_10.00,0.55,2.575,0.0,0.2133584,3.0245823e-07,50.044548,0.0,13.15352,1.8298862e-05,50.044548,61.64988,0.6601845
GMM_scale_10.00,0.55,2.6,0.0,0.21130688,2.9954984e-07,49.819763,0.0,13.374802,1.8606941e-05,49.819763,63.295628,0.67867917
GMM_scale_10.00,0.55,2.625,0.0,0.20929445,2.966971e-07,49.597958,0.0,13.596438,1.891551e-05,49.597958,64.9632,0.6974304
GMM_scale_10.00,0.55,2.6499999,0.0,0.20731997,2.9389798e-07,49.379093,0.0,13.818419,1.9224555e-05,49.379093,66.65262,0.71643895
GMM_scale_10.00,0.55,2.675,0.0,0.20538239,2.9115128e-07,49.16307,0.0,14.040741,1.9534082e-05,49.16307,68.3639,0.73570514
GMM_scale_10.00,0.55,2.6999998,0.0,0.20348069,2.8845548e-07,48.949883,0.0,14.263386,1.984406e-05,48.949883,70.097,0.75522757
GMM_scale_10.00,0.55,2.725,0.0,0.20161389,2.858091e-07,48.739388,0.0,14.486354,2.0154486e-05,48.739388,71.85197,0.7750083
GMM_scale_10.00,0.55,2.75,0.0,0.19978105,2.8321088e-07,48.531586,0.0,14.709628,2.0465346e-05,48.531586,73.628746,0.7950458
GMM_scale_10.00,0.55,2.775,0.0,0.19798122,2.8065938e-07,48.326412,0.0,14.933202,2.0776622e-05,48.326412,75.42736,0.8153392
GMM_scale_10.00,0.55,2.8,0.0,0.19621353,2.7815352e-07,48.123802,0.0,15.15707,2.1088303e-05,48.123802,77.24783,0.8358906
GMM_scale_10.00,0.55,2.825,0.0,0.19447713,2.7569195e-07,47.923733,0.0,15.381225,2.1400372e-05,47.923733,79.09015,0.8566982
GMM_scale_10.00,0.55,2.85,0.0,0.19277118,2.7327354e-07,47.726078,0.0,15.605653,2.1712844e-05,47.726078,80.954285,0.87776357
GMM_scale_10.00,0.55,2.875,0.0,0.19109492,2.7089732e-07,47.530876,0.0,15.830357,2.2025695e-05,47.530876,82.84028,0.8990865
GMM_scale_10.00,0.55,2.8999999,0.0,0.18944757,2.68562e-07,47.338036,0.0,16.055319,2.2338902e-05,47.338036,84.748085,0.9206656
GMM_scale_10.00,0.55,2.925,0.0,0.18782832,2.662666e-07,47.147495,0.0,16.28054,2.2652475e-05,47.147495,86.67777,0.9425025
GMM_scale_10.00,0.55,2.9499998,0.0,0.18623658,2.6401014e-07,46.959225,0.0,16.50601,2.2966402e-05,46.959225,88.629265,0.9645956
GMM_scale_10.00,0.55,2.9750001,0.0,0.18467155,2.6179154e-07,46.773205,0.0,16.731728,2.3280663e-05,46.773205,90.60262,0.98694694
GMM_scale_10.00,0.55,3.0,0.0,0.18313262,2.5960992e-07,46.58934,0.0,16.957682,2.3595248e-05,46.58934,92.597824,1.0095541
GMM_scale_2.00,0.75,0.5,0.0,1.484108,2.138094e-06,55.08589,0.0,0.7931079,1.1063051e-06,55.08589,0.5344004,0.008780742
GMM_scale_2.00,0.75,0.525,0.0,1.413436,2.0362797e-06,65.584305,0.0,0.64032114,8.9306144e-07,65.584305,0.45302448,0.007508489
GMM_scale_2.00,0.75,0.55,0.0,1.3491889,1.9437216e-06,74.77094,0.0,0.5109411,7.1256727e-07,74.77094,0.3787024,0.0063407323
GMM_scale_2.00,0.75,0.575,0.0,1.2905287,1.8592116e-06,82.21501,0.0,0.40191528,5.6055217e-07,82.21501,0.3114346,0.0052774996
GMM_scale_2.00,0.75,0.59999996,0.0,1.2367566,1.7817446e-06,87.88287,0.0,0.310699,4.3345568e-07,87.88287,0.25122082,0.0043188143
GMM_scale_2.00,0.75,0.625,0.0,1.1872863,1.7104745e-06,91.992676,0.0,0.23515464,3.2828623e-07,91.992676,0.19806062,0.0034647158
GMM_scale_2.00,0.75,0.65,0.0,1.1416215,1.644687e-06,94.85784,0.0,0.17347468,2.4251068e-07,94.85784,0.15195465,0.0027152742
GMM_scale_2.00,0.75,0.675,0.0,1.099339,1.5837728e-06,96.7846,0.0,0.12411818,1.7396223e-07,96.7846,0.11290255,0.0020705913
GMM_scale_2.00,0.75,0.7,0.0,1.0600771,1.5272096e-06,98.02721,0.0,0.08576507,1.2076649e-07,98.02721,0.080904566,0.0015308368
GMM_scale_2.00,0.75,0.725,0.0,1.0235226,1.4745476e-06,98.779526,0.0,0.057276808,8.1264865e-08,98.779526,0.055960473,0.0010962597
GMM_scale_2.00,0.75,0.75,0.0,0.9894052,1.4253955e-06,99.182236,0.0,0.03766708,5.3936375e-08,99.182236,0.03807043,0.00076715875
GMM_scale_2.00,0.75,0.775,0.0,0.9574891,1.379415e-06,99.334946,0.0,0.026076578,3.737868e-08,99.334946,0.027234334,0.00054346514
GMM_scale_2.00,0.75,0.79999995,0.0,0.9275675,1.3363086e-06,99.30743,0.0,0.021753501,3.0633917e-08,99.30743,0.023452204,0.0004235105
GMM_scale_2.00,0.75,0.825,0.0,0.8994595,1.2958146e-06,99.14849,0.0,0.024037216,3.3535947e-08,99.14849,0.026724067,0.00040388101
GMM_scale_2.00,0.75,0.85,0.0,0.8730046,1.2577021e-06,98.89251,0.0,0.032344762,4.5600377e-08,98.89251,0.037049934,0.00048440672
GMM_scale_2.00,0.75,0.875,0.0,0.84806156,1.2217673e-06,98.56396,0.0,0.046159826,6.5688255e-08,98.56396,0.054429807,0.00066890055
GMM_scale_2.00,0.75,0.9,0.0,0.82450444,1.18783e-06,98.18052,0.0,0.06502332,9.2865044e-08,98.18052,0.07886352,0.0009593643
GMM_scale_2.00,0.75,0.92499995,0.0,0.80222046,1.1557265e-06,97.75526,0.0,0.08852607,1.2647966e-07,97.75526,0.1103513,0.0013556894
GMM_scale_2.00,0.75,0.9499999,0.0,0.7811095,1.1253126e-06,97.297935,0.0,0.11630179,1.6601491e-07,97.297935,0.14889306,0.0018573676
GMM_scale_2.00,0.75,0.975,0.0,0.76108086,1.0964585e-06,96.81596,0.0,0.14802194,2.1102207e-07,96.81596,0.1944891,0.002464031
GMM_scale_2.00,0.75,1.0,0.0,0.742054,1.0690468e-06,96.315094,0.0,0.18339024,2.6109797e-07,96.315094,0.24713868,0.0031754528
GMM_scale_2.00,0.75,1.025,0.0,0.7239552,1.0429726e-06,95.79993,0.0,0.22214003,3.1587814e-07,95.79993,0.30684224,0.0039915163
GMM_scale_2.00,0.75,1.05,0.0,0.706718,1.0181401e-06,95.2741,0.0,0.2640298,3.7503133e-07,95.2741,0.37359992,0.0049121515
GMM_scale_2.00,0.75,1.075,0.0,0.6902827,9.944625e-07,94.740524,0.0,0.30884075,4.382564e-07,94.740524,0.44741198,0.0059373174
GMM_scale_2.00,0.75,1.0999999,0.0,0.6745946,9.718608e-07,94.20166,0.0,0.35637298,5.052766e-07,94.20166,0.5282773,0.0070669726
GMM_scale_2.00,0.75,1.125,0.0,0.6596036,9.502638e-07,93.659424,0.0,0.4064457,5.758418e-07,93.659424,0.61619693,0.008301118
GMM_scale_2.00,0.75,1.15,0.0,0.6452643,9.2960573e-07,93.11549,0.0,0.45889324,6.497217e-07,93.11549,0.711171,0.009639743
GMM_scale_2.00,0.75,1.175,0.0,0.63153523,9.098271e-07,92.57123,0.0,0.51356333,7.267053e-07,92.57123,0.8131982,0.011082816
GMM_scale_2.00,0.75,1.2,0.0,0.6183783,8.908725e-07,92.027756,0.0,0.5703183,8.0660055e-07,92.027756,0.9222806,0.012630377
GMM_scale_2.00,0.75,1.225,0.0,0.6057583,8.7269126e-07,91.48604,0.0,0.6290292,8.892282e-07,91.48604,1.0384161,0.014282383
GMM_scale_2.00,0.75,1.25,0.0,0.5936432,8.552375e-07,90.94688,0.0,0.6895791,9.744249e-07,90.94688,1.1616054,0.016038824
GMM_scale_2.00,0.75,1.275,0.0,0.5820031,8.38468e-07,90.41093,0.0,0.7518604,1.0620408e-06,90.41093,1.2918494,0.017899742
GMM_scale_2.00,0.75,1.3,0.0,0.5708107,8.2234374e-07,89.87873,0.0,0.81577253,1.1519365e-06,89.87873,1.4291472,0.01986511
GMM_scale_2.00,0.75,1.3249999,0.0,0.5600407,8.068278e-07,89.3508,0.0,0.8812231,1.2439823e-06,89.3508,1.5734982,0.021934917
GMM_scale_2.00,0.75,1.3499999,0.0,0.5496696,7.9188663e-07,88.82746,0.0,0.9481267,1.3380583e-06,88.82746,1.7249027,0.024109162
GMM_scale_2.00,0.75,1.375,0.0,0.53967565,7.7748837e-07,88.30903,0.0,1.0164055,1.4340571e-06,88.30903,1.8833636,0.026387898
GMM_scale_2.00,0.75,1.3999999,0.0,0.5300386,7.6360504e-07,87.79579,0.0,1.085983,1.531871e-06,87.79579,2.0488753,0.028771026
GMM_scale_2.00,0.75,1.425,0.0,0.5207397,7.502084e-07,87.28793,0.0,1.1567937,1.6314095e-06,87.28793,2.2214434,0.031258646
GMM_scale_2.00,0.75,1.45,0.0,0.5117613,7.3727375e-07,86.78563,0.0,1.2287732,1.7325809e-06,86.78563,2.401067,0.033850722
GMM_scale_2.00,0.75,1.4749999,0.0,0.50308746,7.2477746e-07,86.28901,0.0,1.30186,1.8353013e-06,86.28901,2.587741,0.0365472
GMM_scale_2.00,0.75,1.5,0.0,0.4947026,7.1269784e-07,85.798134,0.0,1.3760014,1.939496e-06,85.798134,2.7814717,0.039348166
GMM_scale_2.00,0.75,1.5250001,0.0,0.48659274,7.010144e-07,85.3131,0.0,1.4511435,2.0450902e-06,85.3131,2.9822547,0.042253565
GMM_scale_2.00,0.75,1.55,0.0,0.47874442,6.8970746e-07,84.83397,0.0,1.5272387,2.1520175e-06,84.83397,3.190092,0.04526342
GMM_scale_2.00,0.75,1.575,0.0,0.47114536,6.787597e-07,84.36074,0.0,1.6042423,2.2602133e-06,84.36074,3.4049838,0.048377708
GMM_scale_2.00,0.75,1.5999999,0.0,0.46378374,6.6815426e-07,83.89341,0.0,1.6821105,2.369619e-06,83.89341,3.6269286,0.051596444
GMM_scale_2.00,0.75,1.625,0.0,0.4566486,6.578749e-07,83.43199,0.0,1.7608038,2.4801786e-06,83.43199,3.8559275,0.054919604
GMM_scale_2.00,0.75,1.65,0.0,0.44972968,6.479073e-07,82.976425,0.0,1.840285,2.5918396e-06,82.976425,4.09198,0.058347244
GMM_scale_2.00,0.75,1.675,0.0,0.44301724,6.382369e-07,82.52676,0.0,1.9205192,2.704555e-06,82.52676,4.335089,0.061879337
GMM_scale_2.00,0.75,1.6999999,0.0,0.43650234,6.2885124e-07,82.08287,0.0,2.001471,2.8182726e-06,82.08287,4.585247,0.06551584
GMM_scale_2.00,0.75,1.7249999,0.0,0.43017623,6.197374e-07,81.644714,0.0,2.0831127,2.9329544e-06,81.644714,4.8424635,0.069256805
GMM_scale_2.00,0.75,1.75,0.0,0.4240309,6.1088394e-07,81.2123,0.0,2.1654122,3.0485585e-06,81.2123,5.106732,0.073102236
GMM_scale_2.00,0.75,1.775,0.0,0.4180586,6.022799e-07,80.7855,0.0,2.2483428,3.1650432e-06,80.7855,5.3780565,0.07705213
GMM_scale_2.00,0.75,1.8,0.0,0.41225222,5.939151e-07,80.364296,0.0,2.3318763,3.2823727e-06,80.364296,5.656431,0.08110642
GMM_scale_2.00,0.75,1.8249999,0.0,0.4066049,5.8577905e-07,79.94858,0.0,2.415991,3.4005127e-06,79.94858,5.9418645,0.08526514
GMM_scale_2.00,0.75,1.85,0.0,0.40111014,5.7786315e-07,79.53828,0.0,2.5006623,3.5194325e-06,79.53828,6.234353,0.089528464
GMM_scale_2.00,0.75,1.875,0.0,0.3957621,5.7015825e-07,79.133316,0.0,2.5858662,3.639097e-06,79.133316,6.5338907,0.09389609
GMM_scale_2.00,0.75,1.9,0.0,0.39055476,5.626562e-07,78.73369,0.0,2.6715822,3.759478e-06,78.73369,6.840481,0.09836816
GMM_scale_2.00,0.75,1.925,0.0,0.38548255,5.553492e-07,78.33925,0.0,2.7577922,3.8805483e-06,78.33925,7.15413,0.102944724
GMM_scale_2.00,0.75,1.95,0.0,0.38054043,5.482291e-07,77.94993,0.0,2.8444762,4.002284e-06,77.94993,7.474833,0.107625775
GMM_scale_2.00,0.75,1.975,0.0,0.37572354,5.4128947e-07,77.56565,0.0,2.9316154,4.124653e-06,77.56565,7.802586,0.11241119
GMM_scale_2.00,0.75,2.0,0.0,0.371027,5.345235e-07,77.1863,0.0,3.019193,4.2476395e-06,77.1863,8.137394,0.11730102
GMM_scale_2.00,0.75,2.0249999,0.0,0.36644644,5.279243e-07,76.811874,0.0,3.107193,4.371215e-06,76.811874,8.479256,0.122295335
GMM_scale_2.00,0.75,2.05,0.0,0.36197752,5.2148624e-07,76.44222,0.0,3.1956015,4.49536e-06,76.44222,8.8281765,0.12739423
GMM_scale_2.00,0.75,2.075,0.0,0.35761634,5.1520317e-07,76.07728,0.0,3.2844014,4.620054e-06,76.07728,9.184148,0.13259737
GMM_scale_2.00,0.75,2.1,0.0,0.353359,5.0906993e-07,75.717,0.0,3.373579,4.745276e-06,75.717,9.547172,0.1379051
GMM_scale_2.00,0.75,2.125,0.0,0.3492019,5.03081e-07,75.36128,0.0,3.4631217,4.871009e-06,75.36128,9.917248,0.14331713
GMM_scale_2.00,0.75,2.1499999,0.0,0.3451414,4.9723116e-07,75.01001,0.0,3.5530162,4.9972336e-06,75.01001,10.294378,0.14883374
GMM_scale_2.00,0.75,2.175,0.0,0.3411742,4.915158e-07,74.66318,0.0,3.6432526,5.123936e-06,74.66318,10.678571,0.15445481
GMM_scale_2.00,0.75,2.2,0.0,0.33729723,4.859304e-07,74.32063,0.0,3.7338178,5.251097e-06,74.32063,11.069815,0.16018029
GMM_scale_2.00,0.75,2.225,0.0,0.33350742,4.804707e-07,73.98238,0.0,3.8246977,5.3787026e-06,73.98238,11.468104,0.16601013
GMM_scale_2.00,0.75,2.25,0.0,0.3298018,4.75132e-07,73.64828,0.0,3.915887,5.5067385e-06,73.64828,11.873456,0.17194463
GMM_scale_2.00,0.75,2.2749999,0.0,0.32617757,4.699107e-07,73.318306,0.0,4.007372,5.635188e-06,73.318306,12.28586,0.17798339
GMM_scale_2.00,0.75,2.3,0.0,0.32263216,4.648029e-07,72.99231,0.0,4.0991435,5.764036e-06,72.99231,12.705316,0.18412653
GMM_scale_2.00,0.75,2.325,0.0,0.319163,4.59805e-07,72.670296,0.0,4.1911926,5.8932746e-06,72.670296,13.131825,0.19037427
GMM_scale_2.00,0.75,2.35,0.0,0.31576762,4.5491362e-07,72.3522,0.0,4.283511,6.022891e-06,72.3522,13.565391,0.19672632
GMM_scale_2.00,0.75,2.375,0.0,0.31244376,4.5012501e-07,72.03787,0.0,4.3760905,6.1528717e-06,72.03787,14.00601,0.20318311
GMM_scale_2.00,0.75,2.4,0.0,0.30918908,4.4543626e-07,71.72731,0.0,4.4689226,6.2832046e-06,71.72731,14.453689,0.20974413
GMM_scale_2.00,0.75,2.425,0.0,0.30600166,4.4084416e-07,71.42044,0.0,4.561997,6.4138785e-06,71.42044,14.908405,0.21640962
GMM_scale_2.00,0.75,2.4499998,0.0,0.30287918,4.3634566e-07,71.11722,0.0,4.6553106,6.544883e-06,71.11722,15.37019,0.22317944
GMM_scale_2.00,0.75,2.475,0.0,0.29981983,4.3193808e-07,70.8175,0.0,4.7488523,6.676208e-06,70.8175,15.83902,0.2300537
GMM_scale_2.00,0.75,2.5,0.0,0.29682156,4.2761863e-07,70.521286,0.0,4.8426194,6.8078507e-06,70.521286,16.314919,0.2370326
GMM_scale_2.00,0.75,2.5249999,0.0,0.2938828,4.23385e-07,70.228546,0.0,4.9365997,6.939794e-06,70.228546,16.797853,0.24411586
GMM_scale_2.00,0.75,2.55,0.0,0.29100153,4.1923408e-07,69.93912,0.0,5.030793,7.0720266e-06,69.93912,17.287859,0.2513037
GMM_scale_2.00,0.75,2.575,0.0,0.28817627,4.1516387e-07,69.65303,0.0,5.125188,7.204549e-06,69.65303,17.784906,0.2585959
GMM_scale_2.00,0.75,2.6,0.0,0.28540537,4.1117175e-07,69.3702,0.0,5.2197824,7.337347e-06,69.3702,18.289013,0.26599246
GMM_scale_2.00,0.75,2.625,0.0,0.28268725,4.07256e-07,69.09056,0.0,5.314567,7.470412e-06,69.09056,18.800165,0.2734935
GMM_scale_2.00,0.75,2.6499999,0.0,0.2800204,4.034139e-07,68.814064,0.0,5.409539,7.6037395e-06,68.814064,19.318377,0.28109902
GMM_scale_2.00,0.75,2.675,0.0,0.27740332,3.9964368e-07,68.54065,0.0,5.504695,7.737324e-06,68.54065,19.84365,0.28880918
GMM_scale_2.00,0.75,2.6999998,0.0,0.2748348,3.959433e-07,68.27028,0.0,5.600025,7.871147e-06,68.27028,20.375967,0.29662335
GMM_scale_2.00,0.75,2.725,0.0,0.27231336,3.9231068e-07,68.00289,0.0,5.695528,8.005217e-06,68.00289,20.915346,0.30454224
GMM_scale_2.00,0.75,2.75,0.0,0.26983783,3.887442e-07,67.73843,0.0,5.7911983,8.139523e-06,67.73843,21.461773,0.3125657
GMM_scale_2.00,0.75,2.775,0.0,0.26740685,3.852421e-07,67.47685,0.0,5.887029,8.274049e-06,67.47685,22.015251,0.32069334
GMM_scale_2.00,0.75,2.8,0.0,0.26501927,3.818024e-07,67.218094,0.0,5.98302,8.408799e-06,67.218094,22.575792,0.32892555
GMM_scale_2.00,0.75,2.825,0.0,0.26267394,3.7842366e-07,66.96214,0.0,6.079164,8.543766e-06,66.96214,23.143385,0.33726218
GMM_scale_2.00,0.75,2.85,0.0,0.2603698,3.7510412e-07,66.70892,0.0,6.175458,8.6789505e-06,66.70892,23.718027,0.34570327
GMM_scale_2.00,0.75,2.875,0.0,0.25810573,3.718424e-07,66.45839,0.0,6.2718983,8.814326e-06,66.45839,24.299725,0.3542488
GMM_scale_2.00,0.75,2.8999999,0.0,0.25588068,3.6863688e-07,66.2105,0.0,6.368481,8.9499035e-06,66.2105,24.88848,0.3628986
GMM_scale_2.00,0.75,2.925,0.0,0.25369367,3.6548613e-07,65.965225,0.0,6.4652014,9.085676e-06,65.965225,25.484283,0.37165332
GMM_scale_2.00,0.75,2.9499998,0.0,0.25154373,3.623888e-07,65.7225,0.0,6.5620565,9.221639e-06,65.7225,26.087141,0.38051194
GMM_scale_2.00,0.75,2.9750001,0.0,0.24942987,3.593435e-07,65.482315,0.0,6.6590443,9.357787e-06,65.482315,26.697062,0.38947538
GMM_scale_2.00,0.75,3.0,0.0,0.2473513,3.5634886e-07,65.24459,0.0,6.7561607,9.494108e-06,65.24459,27.31403,0.39854294
